child_rank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
42,0.0088774,0.0092524,0.0095962,0.0100327,0.0103874,0.0104958,0.0107522,0.0109144,0.0110011,0.0106914,0.0105901,0.0116988,0.0113805,0.0116012,0.0112285,0.0110866,0.0114057,0.0116035,0.0118064,0.0117,0.0116237,0.0120088,0.0115012,0.0122216,0.01134,0.0124037,0.0115123,0.0117012,0.0119077,0.0111022,0.0115012,0.0124142,0.0115731,0.0123231,0.0118988,0.0114109,0.0112,0.0110767,0.0117047,0.0114413,0.0107623,0.0106,0.011188,0.0111576,0.0110011,0.0110011,0.0103875,0.0110033,0.0109042,0.0107623,0.0109989,0.0107421,0.0115528,0.0106,0.0105958,0.0102658,0.0103063,0.0101036,0.0104042,0.0103164,0.0096172,0.010103,0.0100125,0.0096019,0.0098301,0.010001,0.0097029,0.0096981,0.0094856,0.0097,0.009901,0.0097997,0.0091972,0.0097793,0.0090902,0.0093009,0.0093537,0.0084975,0.0086139,0.0087153,0.0086009,0.0086139,0.0084417,0.0084025,0.008543,0.0079147,0.0077992,0.0081884,0.0077015,0.0071986,0.0074181,0.0070014,0.0071648,0.0065263,0.0065,0.0062122,0.0063439,0.0059988,0.0056649,0.0052989
43,0.0077829,0.0090092,0.0093962,0.0101442,0.0102759,0.0095962,0.0102556,0.0106002,0.0109011,0.0104786,0.0111474,0.0105989,0.0115528,0.0116012,0.0111981,0.0111576,0.0114057,0.0114515,0.0118976,0.0117,0.0114312,0.0117352,0.0116012,0.0110562,0.0119683,0.0121036,0.0116744,0.0122012,0.0113807,0.0116023,0.0115012,0.0117048,0.0112386,0.0117859,0.0115988,0.0115832,0.0118,0.0115834,0.0114046,0.0110056,0.0113197,0.0111,0.0115123,0.011188,0.0108011,0.0113011,0.0111679,0.0109033,0.0110664,0.0107927,0.0108989,0.0112488,0.0107826,0.011,0.0108956,0.0105191,0.0101847,0.0104989,0.0103041,0.0102455,0.0104786,0.0098029,0.00982,0.010202,0.0102051,0.0106011,0.010003,0.0094981,0.0097794,0.0098,0.009701,0.0091309,0.0090973,0.0094348,0.0089686,0.0095009,0.0091612,0.0094972,0.0086747,0.0090193,0.0090009,0.0087051,0.0082592,0.0080024,0.0082491,0.0081579,0.0078992,0.0079857,0.0076015,0.0077984,0.0070837,0.0072014,0.0066682,0.0066479,0.0069,0.006354,0.0063236,0.0061988,0.0056548,0.0052989
44,0.0080059,0.0079856,0.0093962,0.0095463,0.0099415,0.009996,0.0100124,0.0102658,0.010401,0.0106813,0.0104989,0.0107989,0.0113704,0.0116012,0.0107826,0.0109752,0.0117059,0.0122318,0.0114314,0.0118,0.0113805,0.0110461,0.0115012,0.0111272,0.0118062,0.0113034,0.0121304,0.0117012,0.0117455,0.0115023,0.0109011,0.0119075,0.0116541,0.0117859,0.0113989,0.0109042,0.0111,0.0114314,0.0109044,0.01134,0.0111069,0.0109,0.0113704,0.0122622,0.0115012,0.0111011,0.0119584,0.0110033,0.010509,0.0106205,0.0109989,0.0110866,0.0106813,0.011,0.0116953,0.0105495,0.0103975,0.0103874,0.0103041,0.0105495,0.0103874,0.0103031,0.0104888,0.0103021,0.0097794,0.010001,0.0103031,0.0092981,0.0097592,0.0094,0.009901,0.0102963,0.0097971,0.0095665,0.0092524,0.0093009,0.0091206,0.0085974,0.0096476,0.0084417,0.0085009,0.008695,0.0087254,0.0085026,0.0085329,0.0078235,0.0073993,0.0079046,0.0075015,0.0078984,0.0076816,0.0070014,0.0074992,0.0070736,0.0066,0.0064047,0.0063946,0.0065987,0.0058068,0.0053989
45,0.0082795,0.0088876,0.0090964,0.0092726,0.0101239,0.0094962,0.0097895,0.009982,0.0109011,0.0105597,0.0104077,0.010499,0.0105293,0.0105011,0.0109448,0.0112792,0.0109055,0.0117251,0.0111071,0.0114,0.0107522,0.0113907,0.0111011,0.01134,0.0116237,0.0113034,0.0108333,0.0109011,0.0112186,0.0115023,0.0112011,0.0119176,0.0112386,0.0112082,0.0112989,0.0110461,0.0117,0.0118874,0.0114046,0.0114413,0.011715,0.0116,0.0112589,0.0110664,0.0115012,0.0110011,0.0111983,0.0116035,0.0110461,0.0109245,0.0105989,0.0109144,0.0110968,0.0108,0.0106957,0.010813,0.0107117,0.0109042,0.0112045,0.0104178,0.0103874,0.0105032,0.0107219,0.0111022,0.010428,0.009901,0.009903,0.0095981,0.0100936,0.0096,0.009701,0.009668,0.0095971,0.009151,0.0094753,0.0091009,0.0088673,0.0087974,0.0096577,0.0089585,0.0091009,0.008918,0.0090598,0.0085026,0.00832,0.0085531,0.0079992,0.0079351,0.0081016,0.0079984,0.0077424,0.0071014,0.0075499,0.0069722,0.007,0.0065162,0.0064756,0.0065987,0.0058169,0.005199
46,0.0079755,0.008999,0.0087965,0.0090294,0.0093132,0.0091963,0.0099618,0.0099314,0.010401,0.0097692,0.009303,0.010499,0.0104077,0.0107011,0.0108232,0.0110258,0.0108054,0.0112184,0.0108132,0.0114,0.010509,0.0112893,0.0112011,0.0111272,0.0116339,0.0110033,0.0109752,0.0113011,0.0109145,0.0118024,0.0117012,0.0120696,0.0112589,0.0115629,0.0110989,0.0115832,0.0113,0.0116442,0.0116046,0.0118366,0.011269,0.011,0.0113704,0.0113501,0.0110011,0.0112011,0.0111071,0.0113034,0.0114515,0.0112792,0.0112989,0.0107725,0.010884,0.0108,0.0103958,0.0107015,0.0109853,0.010357,0.0107043,0.0106205,0.0110461,0.0102031,0.0098504,0.010202,0.0097896,0.010401,0.0108032,0.0103979,0.0102963,0.01,0.009701,0.0101645,0.0096971,0.0097692,0.0094145,0.0092009,0.0098908,0.0087974,0.0089788,0.0088369,0.0087009,0.00907,0.0086038,0.0089027,0.0084923,0.0082795,0.0086991,0.0082188,0.0082016,0.0076985,0.0079552,0.0077015,0.0076411,0.0071242,0.0069,0.0070026,0.0067189,0.0066987,0.0062426,0.0058988
47,0.0076512,0.0076309,0.0083966,0.0087153,0.0090497,0.0096961,0.0096983,0.0093943,0.009501,0.0102556,0.0100327,0.010099,0.0100834,0.0107011,0.0109346,0.0102455,0.0107054,0.0105698,0.0105395,0.0105,0.0104685,0.010813,0.0110011,0.010813,0.0109042,0.0110033,0.0115528,0.0119012,0.0116341,0.0115023,0.0115012,0.0112386,0.0109954,0.0114109,0.0112989,0.0111373,0.0114,0.0111983,0.0118047,0.01134,0.0118468,0.0112,0.0114413,0.0111373,0.0115012,0.0112011,0.0107625,0.0112034,0.011036,0.0109954,0.0108989,0.011492,0.0106103,0.0108,0.0110956,0.0113501,0.0106509,0.0104887,0.0110044,0.0110258,0.0107725,0.0108032,0.0104382,0.010102,0.0106206,0.010101,0.0104031,0.0103979,0.009972,0.0101,0.009801,0.0101443,0.0103969,0.0101138,0.009151,0.0095009,0.0094652,0.0093972,0.0092726,0.0091612,0.0093009,0.009222,0.0094956,0.0090027,0.0087558,0.0088571,0.0085991,0.0085532,0.0088018,0.0076985,0.0080059,0.0082016,0.0075397,0.0072458,0.0072,0.0070026,0.0067999,0.0062987,0.0063034,0.0055989
48,0.0074181,0.0078032,0.0080968,0.0090801,0.0086241,0.0091963,0.0094855,0.0091612,0.010201,0.0099415,0.0097591,0.010299,0.0100226,0.010301,0.0102151,0.0104887,0.0108054,0.0104685,0.0098909,0.0108,0.010884,0.0107218,0.0106011,0.0114819,0.0111576,0.0111033,0.011117,0.0115012,0.0109449,0.0111022,0.0109011,0.0117149,0.011188,0.0116744,0.0115988,0.0117656,0.011,0.0111375,0.0115046,0.0111474,0.0114312,0.011,0.011117,0.0111981,0.0108011,0.0111011,0.0106915,0.0112034,0.0112386,0.0112589,0.0109989,0.0111474,0.0107015,0.0113,0.0111955,0.0107927,0.0111272,0.0103469,0.0110044,0.0105293,0.0108941,0.0105032,0.0103267,0.0105021,0.0113301,0.010401,0.0110033,0.0103979,0.0102253,0.0098,0.010101,0.0101747,0.009997,0.0100226,0.0099415,0.010301,0.00983,0.0090973,0.0088571,0.0093132,0.009601,0.0097489,0.0094348,0.0090027,0.0091308,0.0085531,0.0086991,0.0080567,0.0080016,0.0082983,0.0074282,0.0079016,0.008168,0.0076411,0.0074,0.0072357,0.0069215,0.0065987,0.0063135,0.0060988
49,0.0075499,0.0075296,0.0085966,0.0088065,0.008695,0.0091963,0.0099516,0.010053,0.009701,0.0094044,0.0099111,0.010099,0.0106407,0.0092009,0.0098807,0.0100834,0.0107054,0.0102658,0.0095464,0.0105,0.009982,0.0108434,0.0108011,0.0106813,0.0114312,0.0113034,0.011117,0.0108011,0.0105598,0.0113023,0.0113011,0.0116339,0.0108738,0.0115933,0.0106989,0.0112792,0.011,0.0109753,0.0118047,0.0112792,0.010965,0.0109,0.0106205,0.0107218,0.0111011,0.0116012,0.0108436,0.0114034,0.010509,0.011036,0.0110989,0.0110765,0.0109954,0.0111,0.0113954,0.0112792,0.010813,0.0106813,0.0106042,0.0104989,0.0107319,0.0111033,0.0113807,0.010202,0.0098707,0.0112011,0.0107032,0.0104979,0.0104483,0.0105,0.0108011,0.0103368,0.009997,0.0097895,0.0097591,0.010101,0.0098401,0.0095971,0.0100732,0.0096172,0.0094009,0.0094044,0.0097185,0.0097029,0.0094348,0.0090497,0.0081992,0.0086343,0.0088018,0.0083983,0.0079654,0.0082016,0.0078437,0.0078235,0.0077,0.0070229,0.0065871,0.0067986,0.0064351,0.0054989
50,0.0068709,0.0079045,0.0078968,0.0082998,0.0085633,0.0090964,0.0093132,0.0094247,0.0092009,0.0096476,0.0097793,0.009899,0.0098401,0.009701,0.0099212,0.0102962,0.0105053,0.0102151,0.0103064,0.0106,0.0108232,0.0106509,0.010401,0.0107725,0.0110056,0.0108032,0.0110866,0.0110011,0.011026,0.0108022,0.0110011,0.0101442,0.0113501,0.010884,0.0110989,0.0112285,0.011,0.0110057,0.0110044,0.0111474,0.0109448,0.011,0.0116035,0.0118974,0.0107011,0.0113011,0.0111476,0.0113034,0.0111373,0.0108536,0.010399,0.0107218,0.0115629,0.011,0.0110956,0.011269,0.0109144,0.0112184,0.0112045,0.010813,0.0111981,0.0112034,0.0103672,0.0106021,0.0102861,0.010501,0.0107032,0.0104979,0.0101544,0.0108,0.009901,0.0101443,0.009997,0.0099922,0.00983,0.010001,0.0100935,0.0101969,0.0096375,0.009982,0.009801,0.0097185,0.0100226,0.009903,0.0092422,0.0090598,0.0083992,0.008614,0.0085017,0.0088982,0.0080363,0.0081016,0.0078133,0.0080566,0.0073,0.0070736,0.0074992,0.0075985,0.0065365,0.0060988
51,0.0070938,0.0078336,0.0076969,0.0080667,0.0087153,0.0091963,0.0090902,0.0085937,0.009501,0.0093943,0.0095969,0.0093991,0.0092422,0.009901,0.0096476,0.0091206,0.0098049,0.0095361,0.0094552,0.0104,0.0102354,0.0105191,0.0106011,0.0107826,0.0105394,0.0107032,0.0112488,0.0106011,0.0107928,0.0104021,0.010301,0.0106306,0.0108941,0.0111778,0.0107989,0.0112995,0.0112,0.0111375,0.0108043,0.0113907,0.0115224,0.0116,0.0112488,0.011492,0.0108011,0.0119012,0.0110159,0.0109033,0.0111576,0.0112082,0.0113989,0.0109245,0.0114008,0.0108,0.0103958,0.0110056,0.0110056,0.0112184,0.0107043,0.0112184,0.0115224,0.0108032,0.0109348,0.0105021,0.0105192,0.0106011,0.0103031,0.0109978,0.0109146,0.0114,0.010101,0.0104382,0.0105968,0.010884,0.0103671,0.010201,0.0099719,0.0094972,0.0093841,0.0100023,0.010001,0.0093334,0.0094247,0.0098029,0.0099314,0.0093639,0.0092991,0.0091511,0.0090018,0.0087982,0.0084011,0.0087017,0.0079552,0.0080971,0.008,0.0071546,0.0074688,0.0070986,0.0070026,0.0059988
52,0.0067999,0.0072965,0.0080968,0.0076309,0.0081174,0.0079968,0.0082491,0.0088876,0.0092009,0.0088977,0.0098097,0.0089991,0.0089484,0.009901,0.0095969,0.0100834,0.0094047,0.0105191,0.0098909,0.0095,0.009901,0.0101746,0.0108011,0.0104381,0.0104887,0.0105032,0.0098908,0.010301,0.0109246,0.0106021,0.0110011,0.0109853,0.0104989,0.0106711,0.0110989,0.0111069,0.011,0.011026,0.0110044,0.0113501,0.0113197,0.011,0.0108738,0.0109245,0.0110011,0.0112011,0.0116847,0.0117035,0.0109954,0.0114211,0.0110989,0.0112184,0.0104685,0.0112,0.0108956,0.011117,0.011269,0.0110258,0.0104042,0.0108941,0.0122115,0.0113034,0.0111882,0.0107021,0.0108638,0.0107011,0.0111033,0.0105979,0.0107016,0.0109,0.010401,0.0105699,0.0103969,0.0104077,0.0101442,0.0109011,0.0099415,0.010097,0.0107319,0.0100631,0.010301,0.0098604,0.0096577,0.0098029,0.0097895,0.0095969,0.0093991,0.0088268,0.0091018,0.0086983,0.00907,0.0082016,0.0084011,0.0081883,0.0079,0.0082491,0.0074891,0.0068986,0.0071648,0.0062987
53,0.0060602,0.0066783,0.0077969,0.0078133,0.0082187,0.0084966,0.0076917,0.0079755,0.0085009,0.0088166,0.0086038,0.0090991,0.0089484,0.009601,0.0096172,0.0095564,0.0091046,0.0094551,0.0098301,0.0105,0.0098807,0.0100226,0.010101,0.0104279,0.0099922,0.0102031,0.010205,0.010001,0.0109956,0.0107021,0.0109011,0.010134,0.0111373,0.0107927,0.0107989,0.0114312,0.0107,0.0109956,0.0113045,0.011117,0.011188,0.0108,0.011188,0.0111677,0.0111011,0.0115012,0.0110463,0.0112034,0.0115629,0.011492,0.0114989,0.0114109,0.01134,0.0111,0.0108956,0.0110562,0.0112589,0.0113603,0.0114046,0.0113704,0.0113096,0.0115035,0.0116746,0.0112022,0.0108841,0.0109011,0.009903,0.0108978,0.0108435,0.0114,0.0107011,0.0101443,0.0107968,0.010884,0.0109853,0.010501,0.0101036,0.0105968,0.0096273,0.009901,0.009901,0.0102151,0.0100631,0.009903,0.0094348,0.0094247,0.0090991,0.0092626,0.0085017,0.009898,0.0088369,0.0087017,0.0086241,0.0086646,0.0085,0.0080363,0.0076411,0.0074985,0.0072053,0.0065987
54,0.0061615,0.0070432,0.007397,0.0077019,0.0079755,0.0085966,0.0077019,0.0088065,0.0089009,0.0085025,0.0087254,0.0087991,0.0088673,0.0089009,0.0096375,0.0093537,0.0093047,0.0093132,0.0097389,0.0096,0.0096679,0.009526,0.010001,0.0099922,0.0104685,0.0094028,0.0104381,0.010401,0.010347,0.010102,0.010301,0.0105495,0.0108941,0.0103773,0.010399,0.0106002,0.0108,0.0108334,0.0111044,0.0112589,0.0115629,0.011,0.0107117,0.011036,0.0115012,0.0108011,0.0110362,0.0110033,0.0110765,0.0111677,0.0109989,0.0113704,0.0110765,0.011,0.0111955,0.0111069,0.0112893,0.0113501,0.0115046,0.0115021,0.0109549,0.0113034,0.0107828,0.0112022,0.0114517,0.0107011,0.0103031,0.0113977,0.0105091,0.0109,0.0111011,0.0107118,0.0107968,0.0107421,0.0104583,0.010401,0.0105191,0.0104969,0.0106002,0.0102962,0.010201,0.0103773,0.0103164,0.0097029,0.0103975,0.010053,0.010199,0.0097592,0.0097019,0.0087982,0.0089889,0.0089018,0.0092929,0.0089281,0.0089,0.0085531,0.0078133,0.0075985,0.0074992,0.0065987
55,0.0066581,0.0070736,0.0068972,0.007408,0.0072256,0.0083966,0.0081478,0.0082896,0.0082008,0.0084721,0.0085734,0.0083992,0.0086139,0.0087009,0.0092625,0.0094348,0.0092046,0.0094652,0.0092018,0.0093,0.0094145,0.0096881,0.009901,0.0097084,0.0101442,0.009903,0.0101138,0.010301,0.0105902,0.009902,0.010401,0.0107421,0.0108333,0.0107218,0.0110989,0.0110461,0.0107,0.0102152,0.0113045,0.0108637,0.0103063,0.0106,0.0104786,0.0113603,0.0110011,0.0109011,0.0115023,0.0113034,0.0109042,0.0110562,0.0109989,0.011036,0.0110056,0.0112,0.0114954,0.0107218,0.0111272,0.0109853,0.0116046,0.0108029,0.0113603,0.0110033,0.0117455,0.0107021,0.0106408,0.0113011,0.0111033,0.0114977,0.0108943,0.0105,0.0109011,0.0109956,0.0109967,0.011036,0.0110664,0.0109011,0.0104178,0.0109967,0.0110157,0.0109752,0.0105011,0.009982,0.0096983,0.010103,0.0102151,0.010053,0.009599,0.010124,0.0091018,0.0095981,0.0095361,0.0095019,0.0088065,0.0092828,0.0088,0.0086241,0.0086646,0.0080984,0.0077424,0.0069986
56,0.0059588,0.0065263,0.0072971,0.007408,0.0072864,0.0076969,0.0078336,0.0077829,0.0075008,0.0080971,0.0084417,0.0081992,0.0086545,0.0089009,0.0084011,0.0082491,0.0089045,0.0094753,0.0088268,0.0091,0.0098401,0.0094956,0.009701,0.0097287,0.0099618,0.0098029,0.0100226,0.010501,0.0099213,0.0105021,0.010001,0.0103975,0.0105191,0.011269,0.010299,0.0107117,0.0106,0.0100531,0.0109044,0.0115427,0.0113299,0.0104,0.0109042,0.0104685,0.0119012,0.0107011,0.0109754,0.010003,0.0109346,0.0110664,0.0114989,0.0111778,0.0117453,0.0115,0.0110956,0.0114211,0.0114616,0.0114717,0.0112045,0.0108941,0.0112792,0.0114034,0.0114111,0.0116023,0.0117253,0.0107011,0.0118035,0.0113977,0.0111679,0.0116,0.0108011,0.0113098,0.0104969,0.0110866,0.0107927,0.0109011,0.0105698,0.0107968,0.0106002,0.0107015,0.0108011,0.0104887,0.0100732,0.0106032,0.0109549,0.0104381,0.010399,0.0097186,0.0097019,0.009898,0.0100732,0.0090018,0.0090902,0.0092625,0.009,0.0084923,0.0087051,0.0078984,0.0078133,0.0066987
57,0.0059993,0.0066682,0.0066973,0.0073776,0.0073674,0.0078968,0.0076208,0.0078437,0.0080008,0.0080566,0.0082086,0.0083992,0.0086139,0.0088009,0.008695,0.0091206,0.0087044,0.0085937,0.008989,0.0097,0.0085227,0.0088065,0.0089009,0.009901,0.0093943,0.0094028,0.0104381,0.0106011,0.0097896,0.0107021,0.010201,0.0106509,0.0101644,0.010286,0.010499,0.0109448,0.011,0.0106712,0.0102041,0.0112488,0.0103874,0.0114,0.0108536,0.0104786,0.0111011,0.0114011,0.0108842,0.0111033,0.0107015,0.0109448,0.0120988,0.0108738,0.010661,0.0114,0.0109956,0.0114211,0.0110056,0.0113197,0.0108043,0.0114211,0.0114312,0.0118035,0.0112794,0.0115023,0.0114111,0.0111011,0.0106032,0.0113977,0.0115327,0.0109,0.0114011,0.0114517,0.0114966,0.0112488,0.0105799,0.0114011,0.0103367,0.0108967,0.0110664,0.0107927,0.0108011,0.0101442,0.0109346,0.009903,0.0104887,0.0103164,0.010199,0.0103368,0.009802,0.009898,0.0101442,0.0095019,0.0095463,0.0093132,0.0088,0.0096881,0.0085835,0.0078984,0.0083099,0.0069986
58,0.0059081,0.0066378,0.0068972,0.0070128,0.007337,0.0076969,0.0080059,0.0074688,0.0083008,0.0077221,0.0076816,0.0078992,0.0083707,0.0082008,0.0079755,0.0084721,0.0089045,0.0087761,0.0083911,0.0088,0.0092726,0.009374,0.009801,0.0094449,0.0091409,0.009903,0.0093334,0.010401,0.009972,0.009902,0.010001,0.0102556,0.0109042,0.010053,0.010499,0.0099618,0.0106,0.0104888,0.0112045,0.0108941,0.0108333,0.0105,0.0117555,0.0103469,0.0108011,0.0113011,0.0112388,0.0112034,0.0115021,0.0110056,0.0108989,0.0115832,0.0112589,0.0117,0.0110956,0.0107522,0.0112386,0.0108232,0.0117047,0.0113907,0.0114413,0.0118035,0.0116847,0.0118024,0.0115935,0.0117012,0.0110033,0.0114977,0.011178,0.0107,0.0113011,0.0108435,0.0106968,0.0110866,0.0113501,0.0112011,0.0110562,0.0108967,0.0112285,0.0101442,0.0110011,0.0105394,0.0110765,0.0107032,0.0102252,0.0110258,0.010099,0.0104787,0.0104021,0.009898,0.0102354,0.009902,0.0097287,0.0093943,0.0087,0.0088876,0.0086849,0.0085983,0.0082998,0.0070986
59,0.0056649,0.0065365,0.0070972,0.0065061,0.0078133,0.007397,0.007185,0.007712,0.0076008,0.0077728,0.0080059,0.0078992,0.0084011,0.0079008,0.0083606,0.0085227,0.0090045,0.0083707,0.0086444,0.0087,0.0095057,0.0089281,0.009601,0.0089889,0.0099516,0.0094028,0.0093436,0.010001,0.0100024,0.0096019,0.010401,0.0100834,0.0098401,0.010205,0.010499,0.0105901,0.0111,0.010428,0.0109044,0.0103164,0.0111981,0.0109,0.0109144,0.011269,0.0107011,0.0115012,0.0109551,0.0108032,0.011269,0.0111778,0.0115988,0.0109549,0.0109448,0.0116,0.0110956,0.0114109,0.0109752,0.0111981,0.0111044,0.0107927,0.0116744,0.0112034,0.0112084,0.0117023,0.0112997,0.0112011,0.0111033,0.0107978,0.0113909,0.0109,0.0112011,0.0116543,0.0110967,0.0114413,0.0108738,0.0114011,0.011188,0.0109967,0.0116339,0.0109752,0.0106011,0.0113299,0.0113501,0.0111033,0.0105597,0.0103469,0.0105989,0.0101848,0.0108022,0.010098,0.0097996,0.010002,0.0095361,0.0096071,0.0093,0.009303,0.0086443,0.0086983,0.008391,0.0074985
60,0.0051481,0.0057663,0.0063974,0.0063236,0.0064959,0.0067973,0.0073269,0.0075701,0.0072007,0.007712,0.0078032,0.0076992,0.008016,0.0082008,0.0084214,0.0081376,0.0082041,0.0085126,0.0084012,0.0086,0.0088571,0.0088065,0.0090009,0.0093132,0.0092929,0.0093028,0.0092929,0.009601,0.0097693,0.0097019,0.010301,0.0095159,0.0105293,0.0103266,0.010099,0.0101442,0.0105,0.0099112,0.0103041,0.0102252,0.0105901,0.0108,0.0112184,0.0107725,0.0113011,0.0106011,0.0106408,0.0113034,0.0116744,0.0112285,0.0107989,0.0113805,0.0115123,0.0115,0.0114954,0.0116947,0.0107218,0.0111373,0.0115046,0.0111474,0.0116947,0.0118035,0.0113706,0.0113023,0.0113301,0.0114011,0.0117035,0.0115977,0.0119685,0.011,0.0116012,0.0101747,0.0109967,0.0109346,0.0113197,0.0116012,0.0114413,0.0117965,0.0114717,0.0119987,0.0109011,0.0112995,0.0113299,0.0109033,0.0112386,0.0113805,0.0110989,0.0108234,0.0107021,0.0105979,0.0104077,0.0095019,0.0101239,0.0099314,0.0099,0.0099618,0.0096983,0.0088982,0.0085227,0.0075985
