child_rank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
81,0.0033442,0.0036888,0.0038984,0.0043678,0.0043779,0.0043982,0.0043678,0.004459,0.0049005,0.0048035,0.0049454,0.0050995,0.0051177,0.0057006,0.0056041,0.0056953,0.005903,0.0056345,0.0059792,0.006,0.0060399,0.0063844,0.0065007,0.0066783,0.0071952,0.0072022,0.0067087,0.0075008,0.0071446,0.0071014,0.0081008,0.0077221,0.0080059,0.0081275,0.0087991,0.008391,0.0084,0.0087458,0.0087035,0.0093132,0.0093436,0.0098,0.0092726,0.0102556,0.009901,0.010001,0.0106408,0.0107032,0.0107421,0.0102658,0.010199,0.0113907,0.0114819,0.0116,0.0113954,0.0110258,0.0114616,0.0122825,0.0119048,0.0119582,0.0120088,0.0122037,0.0122827,0.0134027,0.0121813,0.0126013,0.0127038,0.0126975,0.012759,0.0131,0.0131013,0.0132454,0.0128961,0.0134175,0.0131844,0.0136014,0.0140356,0.0136959,0.0133263,0.0137012,0.0139014,0.014664,0.0135493,0.0141042,0.0135492,0.0140256,0.0144985,0.0139345,0.0144029,0.0136973,0.0141573,0.0136027,0.0135594,0.0136911,0.014,0.0133769,0.0133365,0.0132973,0.0124345,0.0110978
82,0.0033037,0.0034557,0.0040984,0.0036584,0.0042968,0.0041983,0.0047529,0.0050163,0.0047005,0.0048947,0.0049555,0.0045995,0.0054825,0.0051005,0.0056649,0.0053001,0.0055028,0.0055028,0.0058981,0.0061,0.0059183,0.0062932,0.0067007,0.0061716,0.0071952,0.006602,0.007408,0.0069007,0.0072358,0.0072014,0.0076008,0.0072357,0.0076816,0.0085633,0.0084992,0.0087963,0.0088,0.0092727,0.0088035,0.0088977,0.0095767,0.0092,0.0100023,0.0091612,0.010101,0.0094009,0.0102963,0.0102031,0.0109245,0.0099415,0.0109989,0.0111677,0.0107623,0.0116,0.0111955,0.0110765,0.0113805,0.0113299,0.0113045,0.0112386,0.012475,0.0122037,0.012911,0.0118024,0.0128502,0.0128013,0.0122037,0.0131974,0.0128603,0.0128,0.0135013,0.012911,0.0128961,0.0135593,0.0138127,0.0143014,0.0147045,0.0129961,0.0137114,0.0132857,0.0136014,0.014593,0.013904,0.0142043,0.0141572,0.0141269,0.0146985,0.0143297,0.0138028,0.0145971,0.0144614,0.015003,0.0140357,0.0140559,0.0143,0.0133364,0.0139952,0.0130974,0.0125155,0.0121976
83,0.0030706,0.0036888,0.0037985,0.0038205,0.0042867,0.0041983,0.0040333,0.0041043,0.0045005,0.0045907,0.0047529,0.0052995,0.0047934,0.0054005,0.0053001,0.0054217,0.0055028,0.0056041,0.0058272,0.0058,0.0061108,0.0062324,0.0063006,0.006577,0.0065567,0.006802,0.007185,0.0071007,0.006719,0.0074015,0.0079008,0.0074587,0.0076917,0.0081579,0.0083992,0.0080363,0.0082,0.0081985,0.0089036,0.0089686,0.0086849,0.009,0.0093841,0.0095969,0.010001,0.009701,0.0103064,0.0097029,0.0107927,0.010286,0.0109989,0.0115325,0.0107421,0.0112,0.0110956,0.0113603,0.0110866,0.0114211,0.012405,0.0120798,0.0118771,0.0122037,0.0126373,0.0124025,0.0125563,0.0132013,0.0136041,0.0128974,0.0137116,0.0133,0.0132013,0.0132859,0.0137959,0.0134175,0.0137722,0.0140014,0.014289,0.0139958,0.0134783,0.0139748,0.0137014,0.0137316,0.0142384,0.0146044,0.0153532,0.0138939,0.0143986,0.0142689,0.0143029,0.0145971,0.0146539,0.0144029,0.0137013,0.0147755,0.0135,0.0137722,0.0134378,0.0136973,0.0131337,0.0121976
84,0.0028375,0.0033848,0.0034986,0.0035773,0.0039421,0.0040984,0.0043779,0.0040536,0.0050005,0.0044286,0.0045502,0.0048995,0.0045198,0.0050005,0.0049859,0.0053508,0.0054027,0.0057257,0.0061616,0.0055,0.0058271,0.0057967,0.0061006,0.0060095,0.0060602,0.006602,0.0064148,0.0069007,0.0072155,0.0071014,0.0071007,0.0073978,0.0079654,0.0079654,0.0071993,0.0079248,0.0084,0.0083708,0.0089036,0.0086747,0.0089382,0.0087,0.0094247,0.0098503,0.009901,0.009501,0.010276,0.0098029,0.0101138,0.0104685,0.009799,0.0105495,0.0111778,0.0108,0.0110956,0.0115528,0.0117453,0.0118467,0.0120048,0.0114413,0.011948,0.0119036,0.0119482,0.0125025,0.0125563,0.0132013,0.013304,0.0129974,0.0142588,0.0132,0.0138014,0.0131238,0.0137959,0.0144512,0.0136708,0.0139014,0.01361,0.0137959,0.014583,0.0144511,0.0134013,0.0150794,0.014431,0.0149045,0.0144917,0.0149377,0.0147985,0.0153634,0.014903,0.0152969,0.0141269,0.0143029,0.0145424,0.0152822,0.0149,0.0147249,0.0138027,0.0139972,0.013306,0.0123975
85,0.003253,0.0035064,0.0034986,0.0036989,0.0037901,0.0040984,0.0038509,0.0045096,0.0041004,0.0044792,0.0050569,0.0046995,0.0047934,0.0049005,0.0051177,0.0046515,0.0050025,0.005138,0.005209,0.0058,0.0054116,0.005898,0.0062006,0.0061716,0.006202,0.006602,0.0066682,0.0068007,0.0070838,0.0078016,0.0074007,0.0083808,0.0073472,0.0079654,0.0078992,0.0077931,0.0086,0.0083607,0.0084034,0.0088166,0.0090902,0.0092,0.0090902,0.009303,0.0094009,0.009801,0.0095869,0.0093028,0.0101442,0.0095463,0.010399,0.0107522,0.0102556,0.0105,0.0111955,0.0115933,0.0111069,0.0115731,0.0117047,0.0116643,0.012171,0.0120036,0.0121914,0.0121024,0.0121813,0.0130013,0.0126038,0.0135973,0.0125765,0.0132,0.0137014,0.0137926,0.0139958,0.0134479,0.0141269,0.0138014,0.0137114,0.0144957,0.0136911,0.0148667,0.0144014,0.0148565,0.0155761,0.0144043,0.0146438,0.0144208,0.0149985,0.0154343,0.015003,0.0155969,0.0153329,0.0153031,0.0146945,0.0146539,0.0146,0.0149377,0.0145627,0.0142971,0.0144614,0.0122975
86,0.0030605,0.0032429,0.0032987,0.003557,0.0037901,0.0037985,0.0040739,0.0040131,0.0045005,0.0044894,0.0044387,0.0045995,0.0048035,0.0044004,0.0049555,0.0051684,0.0047024,0.0054622,0.0057461,0.0056,0.005219,0.0055839,0.0059006,0.0056649,0.0065061,0.006602,0.0064554,0.0065006,0.0069318,0.0072014,0.0074007,0.0072661,0.007337,0.0071242,0.0078992,0.0077525,0.008,0.0077324,0.0087035,0.0081984,0.0086342,0.0093,0.0087254,0.0089889,0.0090009,0.009501,0.0098808,0.0102031,0.0101239,0.0101138,0.010499,0.00983,0.0106509,0.0108,0.0105958,0.0114312,0.0107725,0.0117352,0.0121048,0.0117758,0.0116541,0.0116035,0.0128096,0.0121024,0.0132961,0.0122012,0.0130039,0.0125975,0.0127184,0.0135,0.0132013,0.0138534,0.013396,0.0135897,0.0132046,0.0140014,0.0148058,0.0141957,0.0142586,0.0148465,0.0149015,0.014968,0.0138533,0.0154046,0.0144411,0.0152113,0.0160984,0.0160424,0.0159032,0.0153969,0.015566,0.0153031,0.0151708,0.0160727,0.0158,0.0145525,0.0153025,0.015197,0.0143803,0.0132973
87,0.0030909,0.003101,0.0029988,0.0038104,0.0034861,0.0036985,0.0040333,0.0038104,0.0042004,0.0039827,0.0041144,0.0042996,0.0044286,0.0052005,0.0047022,0.0047833,0.0049025,0.0053305,0.0055434,0.0053,0.0054926,0.005594,0.0056006,0.0059487,0.0061108,0.0064019,0.0065871,0.0068007,0.0070838,0.0068014,0.0070007,0.0067391,0.0072458,0.0073472,0.0074993,0.0079856,0.0075,0.0081985,0.0079032,0.0085025,0.009222,0.009,0.0088876,0.00907,0.009501,0.010001,0.0094957,0.0093028,0.0100631,0.0099618,0.009899,0.0106306,0.0101948,0.0113,0.0111955,0.0107927,0.0112082,0.0117758,0.0110044,0.0118163,0.0121203,0.0120036,0.0126272,0.0120024,0.0127792,0.0133013,0.0122037,0.0128974,0.0130731,0.0132,0.0135013,0.0140561,0.0130961,0.0134479,0.0135999,0.0145014,0.0146234,0.0147956,0.0150187,0.0148262,0.0149015,0.0149984,0.0153633,0.0147044,0.0152417,0.0154545,0.0152985,0.0154141,0.0153031,0.0155969,0.0160321,0.015203,0.0161842,0.0167213,0.0159,0.0145119,0.0150694,0.014997,0.0145019,0.0134973
88,0.0026348,0.0031213,0.0031987,0.003557,0.0033341,0.0035986,0.0039219,0.0039117,0.0041004,0.0039421,0.0039928,0.0041996,0.0046515,0.0045005,0.0044894,0.0048643,0.0050025,0.0049657,0.0051077,0.0051,0.0050468,0.0053406,0.0055006,0.0058068,0.0059993,0.006602,0.0063743,0.0061006,0.0065568,0.0069014,0.0071007,0.006729,0.0072864,0.0070229,0.0072993,0.0073877,0.0083,0.0081681,0.0080032,0.0085025,0.0087051,0.0088,0.0088369,0.008391,0.0088009,0.0094009,0.0096781,0.0092028,0.0094449,0.0096375,0.010299,0.0100935,0.0107218,0.0103,0.0115954,0.0104685,0.0112488,0.0114211,0.0117047,0.010965,0.011796,0.0118035,0.0114415,0.0119024,0.0124853,0.0128013,0.0126038,0.0132973,0.0133771,0.0136,0.0133013,0.0136406,0.013396,0.0136911,0.0138026,0.0150015,0.0148161,0.0147956,0.0148769,0.0144511,0.0152015,0.0149882,0.0149579,0.0152046,0.0156977,0.0154646,0.0161984,0.0162653,0.0159032,0.0167966,0.0162652,0.0161032,0.0162348,0.0157484,0.0165,0.0161132,0.0161234,0.0161968,0.0149681,0.0145971
89,0.0031213,0.0028882,0.0026989,0.0034152,0.0036077,0.0035986,0.0033848,0.0041347,0.0039004,0.0040739,0.0039827,0.0039996,0.0042158,0.0048005,0.0043678,0.0048745,0.0053027,0.0046617,0.005209,0.0053,0.0054014,0.0053204,0.0053005,0.0057561,0.0056143,0.0059018,0.0063135,0.0063006,0.0063035,0.0069014,0.0071007,0.0069317,0.0072256,0.0071546,0.0067993,0.0070837,0.0078,0.007327,0.007603,0.0080059,0.007712,0.0086,0.0084011,0.0087355,0.0093009,0.0092009,0.0087863,0.009903,0.0095868,0.00983,0.009999,0.0100732,0.0106407,0.0103,0.0108956,0.0105799,0.0105495,0.0108029,0.0110044,0.0114008,0.0116136,0.0120036,0.0117455,0.0117023,0.0126171,0.0127013,0.0126038,0.0129974,0.0129211,0.0125,0.0134013,0.0141372,0.0135959,0.0134681,0.0133263,0.0138014,0.014289,0.0146956,0.015262,0.0152214,0.0152015,0.0153835,0.015495,0.0159048,0.0160321,0.0160625,0.0161984,0.0166606,0.0167033,0.0164967,0.0160017,0.0173035,0.0172786,0.0168125,0.0169,0.016853,0.0166605,0.0161968,0.0160727,0.015197
90,0.0023815,0.0027261,0.0028988,0.0032226,0.003101,0.0033986,0.0035165,0.0035874,0.0036004,0.0037091,0.0039016,0.0038996,0.0042766,0.0044004,0.004611,0.0042259,0.0045023,0.0047022,0.0047428,0.0052,0.0048035,0.0055737,0.0052005,0.0056345,0.0054724,0.0057017,0.0061514,0.0060006,0.0060907,0.0062012,0.0065006,0.0068709,0.0065466,0.0074181,0.0070993,0.007256,0.0074,0.0076513,0.0077031,0.0079552,0.0085126,0.0078,0.0083606,0.0087457,0.0084008,0.0088009,0.0092626,0.0090027,0.0094145,0.0091916,0.009699,0.0097996,0.0100124,0.0103,0.0102959,0.0101442,0.0107725,0.011269,0.0108043,0.0110765,0.0116136,0.0121036,0.0118672,0.0122024,0.013063,0.0125013,0.0130039,0.0126975,0.0126373,0.0133,0.0135013,0.0143196,0.0138958,0.0138127,0.0146539,0.0142014,0.0148667,0.0145956,0.0146742,0.0144917,0.0157016,0.0156571,0.0158193,0.0156047,0.0162348,0.0164679,0.0165983,0.0165592,0.0168034,0.0174965,0.0174306,0.0173035,0.0177347,0.0171266,0.0174,0.0180894,0.0170354,0.0173965,0.0164882,0.0153969
91,0.002341,0.0027666,0.0029988,0.0029997,0.0031314,0.0033986,0.0035165,0.0034658,0.0036004,0.0040435,0.0041347,0.0036996,0.0040536,0.0040004,0.0040131,0.0048137,0.0043022,0.00454,0.0046212,0.0049,0.0049758,0.0050873,0.0052005,0.0053204,0.0055231,0.0058017,0.00529,0.0057006,0.0057664,0.0058012,0.0062006,0.0069215,0.0064554,0.006202,0.0066993,0.0069418,0.0074,0.0071953,0.007603,0.0080363,0.0081883,0.0081,0.0083099,0.0082694,0.0089009,0.0085009,0.009141,0.0092028,0.0091409,0.0093436,0.009699,0.0096273,0.0094145,0.0105,0.0106957,0.0101442,0.010286,0.0112184,0.0106042,0.0118568,0.0115629,0.0115035,0.0118165,0.0119024,0.011928,0.0119012,0.013204,0.0125975,0.0125968,0.0132,0.0130013,0.014725,0.0140958,0.0140357,0.014583,0.0143014,0.0143802,0.0140958,0.0154748,0.0155052,0.0156016,0.0154544,0.0165186,0.0164049,0.0168834,0.0164578,0.0165983,0.016772,0.0179036,0.0173965,0.0175117,0.0184037,0.0178968,0.0179069,0.0181,0.0178259,0.0173597,0.0172965,0.0180792,0.0167966
92,0.0023106,0.0028882,0.0028988,0.0032024,0.0029997,0.0032987,0.0033848,0.0034456,0.0035004,0.0035266,0.0040333,0.0037996,0.0033645,0.0039004,0.0039624,0.003932,0.0046023,0.0042563,0.0045097,0.0047,0.0046313,0.0050468,0.0049005,0.0050265,0.0054622,0.0054016,0.0055231,0.0054005,0.0060096,0.0060012,0.0059006,0.0064047,0.0062932,0.0066378,0.0067993,0.007104,0.0075,0.006871,0.0077031,0.0075701,0.007712,0.0076,0.0076715,0.0079147,0.0084008,0.0083008,0.0090802,0.0086026,0.0091612,0.0090801,0.0090991,0.0092625,0.0090396,0.01,0.009996,0.0101543,0.0097692,0.0105394,0.0104042,0.0110056,0.0107421,0.0112034,0.0117151,0.0113023,0.012009,0.0127013,0.0124037,0.0125975,0.0128907,0.014,0.0127013,0.0130528,0.013496,0.0136809,0.0148059,0.0148015,0.0142586,0.0146956,0.015566,0.0155862,0.0161016,0.0156977,0.0156876,0.016705,0.017076,0.0167821,0.0178982,0.0174105,0.0173035,0.0185963,0.0184238,0.0193039,0.0191838,0.0196399,0.0191,0.018667,0.0191129,0.0178964,0.0191534,0.0184963
93,0.0024828,0.002645,0.0027989,0.002949,0.0030909,0.0035986,0.0030503,0.0036381,0.0035004,0.0033037,0.0034253,0.0032997,0.0037293,0.0038004,0.0040029,0.0038712,0.0041021,0.0044894,0.0043881,0.0045,0.0041854,0.0046313,0.0046005,0.0050873,0.0047123,0.0051015,0.0055636,0.0055005,0.0057866,0.0056011,0.0059006,0.0063844,0.0063642,0.0064047,0.0066993,0.0063338,0.0069,0.006719,0.0069028,0.0075499,0.0075701,0.008,0.0077728,0.0078336,0.0078008,0.0076008,0.0084316,0.0087026,0.008695,0.0090598,0.009699,0.0092828,0.0098503,0.0092,0.009896,0.0100327,0.0103164,0.0103164,0.0105042,0.0101442,0.0106711,0.0103031,0.011097,0.0117023,0.0112894,0.0113011,0.0117035,0.0125975,0.0126779,0.0134,0.0129013,0.0137521,0.0141957,0.0142992,0.0142688,0.0143014,0.014887,0.0154954,0.0152924,0.0155153,0.0152015,0.0164578,0.0158801,0.0170051,0.0167213,0.0176536,0.0174982,0.0181909,0.0190038,0.0188962,0.0186873,0.0195039,0.0205621,0.0195791,0.0201,0.0194879,0.0201263,0.0204959,0.0195081,0.0192961
94,0.0023916,0.0023612,0.002499,0.0027666,0.0031213,0.0031987,0.0030301,0.0032429,0.0031003,0.0036888,0.0033746,0.0035996,0.0031922,0.0034003,0.0034861,0.004084,0.004002,0.0045096,0.0043273,0.0042,0.0044995,0.0049049,0.0049005,0.0046617,0.0047225,0.0052016,0.0052089,0.0054005,0.0056752,0.0062012,0.0059006,0.0056447,0.0064756,0.0063135,0.0064994,0.0065871,0.0068,0.0069419,0.0071028,0.0070128,0.0072762,0.0077,0.0070128,0.0076917,0.0080008,0.0079008,0.0079756,0.0081024,0.0081478,0.0087862,0.0090991,0.0092929,0.0089788,0.0097,0.0091963,0.0098401,0.0096172,0.0098401,0.0108043,0.0105293,0.0111373,0.0104031,0.0116847,0.0115023,0.0114415,0.0119012,0.0120036,0.0118976,0.012536,0.0126,0.0125013,0.0131542,0.0136959,0.0137418,0.0139647,0.0137014,0.0145018,0.0144957,0.015495,0.0158396,0.0158016,0.0161335,0.0165186,0.0172052,0.0169746,0.0174914,0.0178982,0.0184544,0.0189038,0.0189962,0.0188798,0.0204041,0.0205621,0.0201567,0.0215,0.0213728,0.0217781,0.0214957,0.0210586,0.0205959
95,0.0021687,0.0027362,0.002599,0.0027767,0.0031922,0.0026989,0.0029997,0.0031922,0.0035004,0.0031314,0.0032226,0.0033997,0.0038509,0.0037004,0.0038509,0.0040637,0.003902,0.0041144,0.0040638,0.0042,0.0041144,0.0044083,0.0046005,0.004388,0.0044792,0.0050015,0.0046211,0.0047005,0.0054218,0.0057011,0.0052005,0.0057257,0.0062223,0.005219,0.0059994,0.0063135,0.0067,0.0065163,0.0072029,0.0071242,0.0066277,0.0068,0.0073269,0.0077931,0.0074007,0.0075008,0.0071851,0.0084025,0.0087355,0.0085025,0.0090991,0.0079147,0.0083099,0.0088,0.0092963,0.0098401,0.0092929,0.0088065,0.0102041,0.010053,0.0104786,0.0102031,0.0108842,0.0111022,0.0110462,0.0114011,0.0119036,0.0120976,0.0118064,0.0122,0.0126013,0.0127083,0.0136959,0.0140357,0.0137316,0.0140014,0.0138836,0.0151954,0.0158497,0.0157991,0.0159016,0.0166098,0.01587,0.0176053,0.0175624,0.0181198,0.0182982,0.0195691,0.0187037,0.0190962,0.0208053,0.0213043,0.0213221,0.0221835,0.0221,0.0230145,0.0231665,0.0239952,0.0230348,0.0224955
96,0.002422,0.0024018,0.0026989,0.0026348,0.0026754,0.0026989,0.0032733,0.0029997,0.0030003,0.0030807,0.0031314,0.0031997,0.0031314,0.0032003,0.0034456,0.0036584,0.0037019,0.0036381,0.0042057,0.0037,0.0037091,0.004084,0.0043004,0.0043982,0.0044083,0.0048014,0.0049251,0.0048005,0.0050975,0.0055011,0.0054005,0.0050569,0.006354,0.0058879,0.0058994,0.0054116,0.0064,0.0064048,0.0061024,0.0065973,0.0064351,0.0065,0.0066682,0.0070938,0.0075008,0.0073007,0.0072561,0.0079024,0.008168,0.0077728,0.0079992,0.0081478,0.008918,0.0081,0.0087965,0.0084923,0.0092726,0.0090902,0.009904,0.0094145,0.0095767,0.010003,0.0096781,0.0105021,0.0109043,0.0108011,0.0108032,0.0112977,0.0125056,0.0118,0.0121012,0.012536,0.0130961,0.0133769,0.0143195,0.0144014,0.0152924,0.0144957,0.0150593,0.0150187,0.0161016,0.0158496,0.0175218,0.0170051,0.0176333,0.0184744,0.0190981,0.0192651,0.020004,0.0203959,0.0210586,0.0222044,0.0225483,0.0231868,0.0238,0.0247271,0.025244,0.0260948,0.0264195,0.0263947
97,0.0021383,0.0022903,0.002399,0.002422,0.0026855,0.0027989,0.0027058,0.0026551,0.0030003,0.0029287,0.0024727,0.0030997,0.0033848,0.0035004,0.0036077,0.0031922,0.0037019,0.0037192,0.0038105,0.0038,0.0035773,0.0041347,0.0041004,0.0046009,0.0043475,0.0041012,0.0044792,0.0046005,0.0045199,0.004901,0.0050005,0.0050772,0.0053508,0.0053812,0.0053995,0.0057561,0.0062,0.0059792,0.0062025,0.0059689,0.0062932,0.0069,0.0064756,0.0064452,0.0073007,0.0068007,0.0070129,0.0069021,0.0077221,0.0080059,0.0080992,0.0077424,0.0077525,0.0081,0.0082967,0.0087659,0.0087659,0.0086139,0.0091036,0.0091713,0.009678,0.0095029,0.0100125,0.0097019,0.0103064,0.0107011,0.0105032,0.0111978,0.0114415,0.0121,0.0120012,0.0119685,0.0127962,0.0136201,0.0135999,0.0139014,0.0140762,0.0148955,0.0152417,0.0153329,0.0158016,0.0162652,0.0165287,0.0171051,0.0172584,0.0186569,0.0184982,0.0200556,0.0203041,0.0213957,0.0223152,0.0237047,0.0229942,0.024717,0.0252,0.0266729,0.0271897,0.0281944,0.0297739,0.0307938
98,0.0020167,0.0020572,0.002499,0.0024626,0.0023714,0.002599,0.0027058,0.0025943,0.0026003,0.0027058,0.0029591,0.0026997,0.0030706,0.0031003,0.0028375,0.0027869,0.0030015,0.0032834,0.0033442,0.0032,0.0037192,0.0038104,0.0034003,0.0035165,0.0040029,0.0041012,0.0047022,0.0044004,0.0047226,0.0043009,0.0047005,0.0046515,0.0046515,0.0050468,0.0052995,0.0051886,0.0054,0.0056549,0.0058023,0.0055636,0.0056751,0.0058,0.0062426,0.0060399,0.0063006,0.0065007,0.0063744,0.006502,0.0069722,0.0071648,0.0066993,0.0079856,0.0079045,0.0077,0.0079968,0.0081579,0.0080667,0.0083808,0.0090036,0.0087051,0.0090396,0.0092028,0.0095869,0.0095019,0.0095464,0.010401,0.0104031,0.0114977,0.0113402,0.0114,0.0113011,0.0119685,0.0125962,0.0126979,0.0133972,0.0126013,0.0133769,0.0143957,0.0146945,0.0147654,0.0160016,0.0156775,0.0165287,0.0175053,0.0175016,0.0177651,0.0189981,0.0197515,0.0207041,0.0216957,0.023582,0.0247049,0.025244,0.0274836,0.028,0.0303211,0.0304529,0.0328934,0.0345673,0.0352929
99,0.002341,0.0020876,0.0021991,0.0022802,0.0023207,0.0021991,0.00227,0.0024322,0.0027003,0.0023004,0.0024626,0.0024997,0.0028477,0.0027003,0.0028679,0.0027869,0.0030015,0.0030098,0.0028983,0.0029,0.0032328,0.0033544,0.0035004,0.0035672,0.003628,0.0038011,0.0036888,0.0040004,0.0038612,0.0041008,0.0043004,0.0042158,0.0047529,0.0049454,0.0048995,0.0045907,0.005,0.0056144,0.0052021,0.0053102,0.0052494,0.0055,0.0059689,0.0057865,0.0055006,0.0060006,0.0065771,0.0064019,0.0065567,0.0066074,0.0064994,0.0067189,0.0069519,0.0069,0.0069972,0.0071648,0.0075397,0.0075701,0.0082033,0.0076917,0.0078235,0.0088026,0.0082897,0.0087017,0.0089282,0.0089009,0.0089027,0.009798,0.0100429,0.0103,0.010401,0.0108841,0.0108967,0.0115123,0.0120088,0.0122012,0.0125459,0.013296,0.0138026,0.0136505,0.0145015,0.0154139,0.0159815,0.016805,0.0166199,0.0177144,0.0189981,0.0208156,0.0219044,0.0227954,0.0236023,0.0247049,0.0272911,0.0282133,0.0315,0.0330168,0.0373035,0.0385923,0.0427962,0.0504899
100,0.0021281,0.0020775,0.0017993,0.0018647,0.0020167,0.0018992,0.0020369,0.0021687,0.0019002,0.0020977,0.0022498,0.0021998,0.0023612,0.0025003,0.0023714,0.0022396,0.0024012,0.0022599,0.0025842,0.0027,0.0029085,0.002797,0.0029003,0.0030605,0.0030098,0.0035011,0.0035773,0.0033003,0.0034861,0.0032006,0.0035004,0.0036483,0.0040333,0.0037395,0.0041996,0.0038611,0.0044,0.0047124,0.0041016,0.0047731,0.0048542,0.0047,0.0046211,0.0049859,0.0050005,0.0049005,0.0049151,0.0053016,0.0056751,0.0054014,0.0048995,0.0059284,0.0059689,0.006,0.0058976,0.0065669,0.0066986,0.0066175,0.0066026,0.0064351,0.006881,0.0071021,0.0074081,0.0074015,0.0075297,0.0076008,0.0081024,0.0081984,0.0078236,0.0088,0.0088009,0.009293,0.0093972,0.0096679,0.0101138,0.010101,0.0108536,0.0114966,0.0121608,0.0119075,0.0130013,0.0134783,0.014431,0.0144043,0.0149782,0.0166098,0.0171983,0.0184037,0.019804,0.019996,0.0226598,0.024905,0.0282842,0.0296016,0.0339,0.0369691,0.0439211,0.0496901,0.0618888,0.0964807
